CG
Line A: Structure Position, Actual Response - Global X (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line B: Structure Position, Actual Response - Global Y (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]
Line C: Structure Position, Actual Response - Global Z (15MW-Semi-sub - Center of Gravity relative to Origin of Fixed Reference Axes (FRA)) [m]

*Time (s),Line A (m),Line B (m),Line C (m)
468,0.371827393770218,9.97738093137741E-02,-8.08983594179153E-02
468.10001,0.366996318101883,0.100965440273285,-7.76315629482269E-02
468.20001,0.361188024282455,0.102176703512669,-7.48880356550217E-02
468.30002,0.354457676410675,0.103400833904743,-7.26731047034264E-02
468.39999,0.346875011920929,0.104630492627621,-7.09934830665588E-02
468.5,0.338523298501968,0.105857618153095,-6.98572024703026E-02
468.60001,0.329498082399368,0.107074029743671,-6.92735463380814E-02
468.70001,0.319905579090118,0.108271367847919,-6.92527890205383E-02
468.80002,0.30986100435257,0.109441302716732,-6.98061436414719E-02
468.89999,0.299486517906189,0.110575914382935,-7.09459558129311E-02
469,0.288909316062927,0.111667804419994,-7.26848617196083E-02
469.10001,0.278259754180908,0.112710192799568,-7.50362724065781E-02
469.20001,0.267669290304184,0.113697223365307,-7.80134350061417E-02
469.30002,0.257268279790878,0.114624008536339,-8.16300064325333E-02
469.39999,0.247183710336685,0.115486852824688,-0.085899293422699
469.5,0.237537145614624,0.116283394396305,-9.08345654606819E-02
469.60001,0.228442713618279,0.117012701928616,-9.64484959840775E-02
469.70001,0.220005303621292,0.1176752820611,-0.102753132581711
469.80002,0.212318807840347,0.118273101747036,-0.109759613871574
469.89999,0.205464839935303,0.118809662759304,-0.117477774620056
470,0.199511528015137,0.119290009140968,-0.125916212797165
470.10001,0.194512739777565,0.119720287621021,-0.135082066059113
470.20001,0.190507501363754,0.120107926428318,-0.144980773329735
470.30002,0.187519758939743,0.120461359620094,-0.1556156873703
470.39999,0.185558348894119,0.120790094137192,-0.166988268494606
470.5,0.184617191553116,0.121104136109352,-0.179097548127174
470.60001,0.184675738215446,0.121414035558701,-0.191940441727638
470.70001,0.185699462890625,0.121730364859104,-0.205511495471001
470.80002,0.187640592455864,0.122063644230366,-0.219802558422089
470.89999,0.190439090132713,0.12242441624403,-0.234803020954132
471,0.194023698568344,0.122822724282742,-0.250499248504639
471.10001,0.198313102126122,0.123267814517021,-0.266875356435776
471.20001,0.203217312693596,0.123768165707588,-0.283912718296051
471.30002,0.208639055490494,0.124331079423428,-0.301589876413345
471.39999,0.214475274085999,0.124962717294693,-0.319883227348328
471.5,0.220618680119514,0.125667959451675,-0.338766634464264
471.60001,0.226959317922592,0.126450285315514,-0.358211547136307
471.70001,0.233385995030403,0.127311751246452,-0.378187775611877
471.80002,0.239787682890892,0.128252997994423,-0.398662745952606
471.89999,0.246055006980896,0.129273161292076,-0.419602692127228
472,0.252081423997879,0.130369886755943,-0.440972208976746
472.10001,0.257764458656311,0.131539449095726,-0.462734907865524
472.20001,0.263006836175919,0.132777005434036,-0.484853684902191
472.30002,0.267717748880386,0.134076133370399,-0.507290840148926
472.39999,0.271813899278641,0.135429710149765,-0.530008554458618
472.5,0.275220602750778,0.136829525232315,-0.552969038486481
472.60001,0.277872920036316,0.138266578316689,-0.576134860515594
472.70001,0.279716730117798,0.139731645584106,-0.599469065666199
472.80002,0.280709773302078,0.141214832663536,-0.622935771942139
472.89999,0.280822575092316,0.142705872654915,-0.646500289440155
473,0.280039101839066,0.144194528460503,-0.670129179954529
473.10001,0.278357326984406,0.145670801401138,-0.693790316581726
473.20001,0.27578940987587,0.147124916315079,-0.717453360557556
473.30002,0.27236145734787,0.148547440767288,-0.741089761257172
473.39999,0.268113434314728,0.149929746985435,-0.764672935009003
473.5,0.263098061084747,0.151263982057571,-0.788178086280823
473.60001,0.257380068302155,0.152543142437935,-0.811582624912262
473.70001,0.251034826040268,0.153761193156242,-0.834865748882294
473.80002,0.24414698779583,0.154913291335106,-0.85800838470459
473.89999,0.236809059977531,0.155995652079582,-0.8809934258461
474,0.229119718074799,0.157005533576012,-0.903805911540985
474.10001,0.221182271838188,0.157941341400146,-0.92643141746521
474.20001,0.213102996349335,0.158802717924118,-0.948858082294464
474.30002,0.204989463090897,0.159590288996696,-0.97107595205307
474.39999,0.196948900818825,0.160305693745613,-0.993075609207153
474.5,0.189086496829987,0.160951733589172,-1.0148491859436
474.60001,0.181503668427467,0.16153210401535,-1.03638970851898
474.70001,0.174296334385872,0.162051200866699,-1.05769121646881
474.80002,0.167553141713142,0.162514239549637,-1.07874810695648
474.89999,0.161354050040245,0.162927150726318,-1.09955537319183
475,0.155769005417824,0.163296446204185,-1.12010812759399
475.10001,0.150856554508209,0.163629099726677,-1.14040148258209
475.20001,0.146663337945938,0.163932338356972,-1.16043043136597
475.30002,0.143223077058792,0.164213895797729,-1.1801894903183
475.39999,0.140556707978249,0.164481431245804,-1.19967269897461
475.5,0.138672024011612,0.164742916822433,-1.2188732624054
475.60001,0.137564137578011,0.165006071329117,-1.23778331279755
475.70001,0.137216046452522,0.165278404951096,-1.25639355182648
475.80002,0.137598842382431,0.165567323565483,-1.27469408512115
475.89999,0.138672679662704,0.165880039334297,-1.2926732301712
476,0.140387579798698,0.166223153471947,-1.31031775474548
476.10001,0.142683923244476,0.166602596640587,-1.32761287689209
476.20001,0.145493537187576,0.167023807764053,-1.34454226493835
476.30002,0.14874030649662,0.1674914509058,-1.361088514328
476.39999,0.152341097593307,0.168009087443352,-1.37723243236542
476.5,0.156207084655762,0.168579652905464,-1.39295268058777
476.60001,0.160244256258011,0.169205084443092,-1.40822720527649
476.70001,0.164355084300041,0.169886201620102,-1.42303264141083
476.80002,0.168439283967018,0.170622766017914,-1.43734431266785
476.89999,0.172395780682564,0.171413868665695,-1.45113658905029
477,0.176123812794685,0.172257855534554,-1.46438312530518
477.10001,0.179524019360542,0.173151940107346,-1.47705686092377
477.20001,0.182500809431076,0.174092411994934,-1.48913073539734
477.30002,0.184963375329971,0.175074681639671,-1.50057768821716
477.39999,0.186826780438423,0.176093712449074,-1.51137065887451
477.5,0.188014268875122,0.177144080400467,-1.52148306369781
477.60001,0.188458144664764,0.178219795227051,-1.53088915348053
477.70001,0.188100829720497,0.179314658045769,-1.53956341743469
477.80002,0.186895787715912,0.180422335863113,-1.5474818944931
477.89999,0.184808358550072,0.181536465883255,-1.55462193489075
478,0.181816384196281,0.182650804519653,-1.56096243858337
478.10001,0.177911192178726,0.18375900387764,-1.56648433208466
478.20001,0.173097684979439,0.184854954481125,-1.57117021083832
478.30002,0.1673943400383,0.185933038592339,-1.57500493526459
478.39999,0.16083300113678,0.186987951397896,-1.57797527313232
478.5,0.153458461165428,0.188015207648277,-1.58007061481476
478.60001,0.145327627658844,0.189010858535767,-1.58128249645233
478.70001,0.136508986353874,0.18997123837471,-1.58160519599915
478.80002,0.127081692218781,0.190893441438675,-1.5810352563858
478.89999,0.117134265601635,0.191775053739548,-1.57957220077515
479,0.106762930750847,0.192614421248436,-1.57721745967865
479.10001,9.60706099867821E-02,0.193410485982895,-1.57397532463074
479.20001,8.51654037833214E-02,0.194162786006927,-1.56985259056091
479.30002,7.41589441895485E-02,0.194871187210083,-1.5648580789566
479.39999,6.31652325391769E-02,0.195536091923714,-1.55900311470032
479.5,5.22987209260464E-02,0.196158468723297,-1.55230104923248
479.60001,4.16732281446457E-02,0.19673964381218,-1.54476749897003
479.70001,3.14003005623817E-02,0.197281211614609,-1.53641963005066
479.80002,0.021587647497654,0.197785347700119,-1.52727663516998
479.89999,1.23380469158292E-02,0.19825467467308,-1.5173591375351
480,3.74782551079988E-03,0.198691740632057,-1.50668931007385
480.10001,-4.09445865079761E-03,0.199099346995354,-1.49529027938843
480.20001,-0.011109140701592,0.199480637907982,-1.48318672180176
480.30002,-1.72265823930502E-02,0.199838623404503,-1.47040390968323
480.39999,-2.23881285637617E-02,0.200176149606705,-1.45696771144867
480.5,-2.65469793230295E-02,0.200496017932892,-1.44290471076965
480.60001,-2.96687874943018E-02,0.200801029801369,-1.42824184894562
480.70001,-3.17322053015232E-02,0.20109386742115,-1.41300630569458
480.80002,-3.27291712164879E-02,0.20137731730938,-1.39722549915314
480.89999,-3.26650887727737E-02,0.201653957366943,-1.38092637062073
481,-3.15588712692261E-02,0.201926440000534,-1.3641357421875
481.10001,-2.94427294284105E-02,0.20219723880291,-1.34688031673431
481.20001,-0.026361770927906,0.202468603849411,-1.329185962677
481.30002,-2.23732199519873E-02,0.20274230837822,-1.31107807159424
481.39999,-1.75458937883377E-02,0.203019589185715,-1.29258155822754
481.5,-1.19593292474747E-02,0.203301399946213,-1.27372086048126
481.60001,-5.70272328332067E-03,0.203589141368866,-1.25451922416687
481.70001,1.12619355786592E-03,0.203884109854698,-1.23499870300293
481.80002,8.42219963669777E-03,0.204186826944351,-1.21518111228943
481.89999,1.60737801343203E-02,0.204497456550598,-1.19508719444275
482,2.39644981920719E-02,0.204815462231636,-1.17473685741425
482.10001,3.19742597639561E-02,0.20513990521431,-1.15414917469025
482.20001,3.99805270135403E-02,0.20546980202198,-1.13334262371063
482.30002,4.78598102927208E-02,0.205803051590919,-1.11233460903168
482.39999,5.54890558123589E-02,0.206137746572495,-1.09114241600037
482.5,6.27472400665283E-02,0.206471666693687,-1.06978273391724
482.60001,6.95168152451515E-02,0.206801846623421,-1.04827165603638
482.70001,7.56854563951492E-02,0.207124814391136,-1.02662491798401
482.80002,8.11477899551392E-02,0.207436516880989,-1.00485813617706
482.89999,8.58072340488434E-02,0.207732349634171,-0.982986807823181
483,8.95776674151421E-02,0.208007484674454,-0.96102637052536
483.10001,9.23851728439331E-02,0.208257466554642,-0.938992321491241
483.20001,9.41696166992188E-02,0.208477705717087,-0.916900336742401
483.30002,9.48861166834831E-02,0.208662912249565,-0.894766271114349
483.39999,9.45061296224594E-02,0.20880825817585,-0.872606158256531
483.5,9.30183529853821E-02,0.208909377455711,-0.850436508655548
483.60001,9.04290676116943E-02,0.208962246775627,-0.828273952007294
483.70001,8.67622420191765E-02,0.208963170647621,-0.806135594844818
483.80002,8.20592418313026E-02,0.208909019827843,-0.784038841724396
483.89999,7.63780921697617E-02,0.208797335624695,-0.76200145483017
484,6.97924643754959E-02,0.208626598119736,-0.740041136741638
484.10001,6.23903349041939E-02,0.208396390080452,-0.718176126480103
484.20001,0.054272249341011,0.208107382059097,-0.69642436504364
484.30002,0.045549463480711,0.207761213183403,-0.674804091453552
484.39999,3.63417826592922E-02,0.20736064016819,-0.653333604335785
484.5,2.67752092331648E-02,0.206909149885178,-0.632031083106995
484.60001,1.69794671237469E-02,0.206411793828011,-0.610914468765259
484.70001,7.08541180938482E-03,0.205874189734459,-0.59000152349472
484.80002,-2.77753686532378E-03,0.205303311347961,-0.569309890270233
484.89999,-1.24839963391423E-02,0.204707056283951,-0.548856437206268
485,-2.19151806086302E-02,0.204093992710114,-0.528657913208008
485.10001,-3.09611354023218E-02,0.203473195433617,-0.508730828762054
485.20001,-3.95226739346981E-02,0.202854558825493,-0.489090800285339
485.30002,-4.75130379199982E-02,0.202248051762581,-0.469753086566925
485.39999,-5.48591390252113E-02,0.201663970947266,-0.450732707977295
485.5,-6.15024827420712E-02,0.201112940907478,-0.43204391002655
485.60001,-6.73996210098267E-02,0.200605243444443,-0.41370040178299
485.70001,-7.25222527980804E-02,0.200151100754738,-0.395715326070786
485.80002,-7.68569111824036E-02,0.19976019859314,-0.378101319074631
485.89999,-8.04045125842094E-02,0.199441567063332,-0.360870271921158
486,-8.31795558333397E-02,0.199203476309776,-0.344033539295197
486.10001,-8.52091312408447E-02,0.199053347110748,-0.327602177858353
486.20001,-0.086531788110733,0.198997542262077,-0.31158658862114
486.30002,-8.71962681412697E-02,0.199041128158569,-0.295996397733688
486.39999,-8.72601196169853E-02,0.199187740683556,-0.280841082334518
486.5,-0.086788184940815,0.19943942129612,-0.266129583120346
486.60001,-8.58511552214622E-02,0.199796676635742,-0.251870274543762
486.70001,-8.45240876078606E-02,0.20025859773159,-0.238071203231812
486.80002,-8.28848853707314E-02,0.200822621583939,-0.22474017739296
486.89999,-8.10128599405289E-02,0.201484382152557,-0.211884886026382
487,-7.89874270558357E-02,0.202237874269485,-0.199512660503387
487.10001,-7.68867880105972E-02,0.203075617551804,-0.187630712985992
487.20001,-7.47867524623871E-02,0.203988775610924,-0.176246345043182
487.30002,-7.27597251534462E-02,0.204966872930527,-0.165366888046265
487.39999,-7.08737075328827E-02,0.205998212099075,-0.154999732971191
487.5,-6.91914781928062E-02,0.207070052623749,-0.145152419805527
487.60001,-6.77698776125908E-02,0.208168789744377,-0.135832905769348
487.70001,-0.066659115254879,0.209280028939247,-0.127049311995506
487.80002,-6.59022182226181E-02,0.210388839244843,-0.118810154497623
487.89999,-6.55345171689987E-02,0.21147982776165,-0.111124411225319
488,-6.55832961201668E-02,0.212537661194801,-0.104001618921757
488.10001,-6.60675466060638E-02,0.21354715526104,-9.74514484405518E-02
488.20001,-6.69979304075241E-02,0.214493378996849,-9.14839804172516E-02
488.30002,-6.83767050504684E-02,0.215362042188644,-8.61096978187561E-02
488.39999,-7.01979473233223E-02,0.216139689087868,-8.13392400741577E-02
488.5,-7.24478662014008E-02,0.21681372821331,-7.71835967898369E-02
488.60001,-7.51053020358086E-02,0.217372581362724,-7.36540481448174E-02
488.70001,-7.81423225998878E-02,0.217805907130241,-7.07620307803154E-02
488.80002,-8.15247967839241E-02,0.218104764819145,-6.85191079974174E-02
488.89999,-8.52130800485611E-02,0.21826171875,-6.69367909431458E-02
489,-8.91626849770546E-02,0.2182707041502,-6.60262331366539E-02
489.10001,-9.33250486850739E-02,0.218127503991127,-6.57981261610985E-02
489.20001,-9.76480394601822E-02,0.217829421162605,-6.62630870938301E-02
489.30002,-0.102076530456543,0.217375263571739,-6.74311071634293E-02
489.39999,-0.10655303299427,0.216765746474266,-6.93114846944809E-02
489.5,-0.111018285155296,0.216003030538559,-7.19126537442207E-02
489.60001,-0.115411914885044,0.21509076654911,-7.52422362565994E-02
489.70001,-0.119673065841198,0.214033991098404,-0.079306572675705
489.80002,-0.123741164803505,0.212839245796204,-8.41108486056328E-02
489.89999,-0.127556711435318,0.211514309048653,-8.96593332290649E-02
490,-0.131062164902687,0.210068136453629,-9.59548726677895E-02
490.10001,-0.134202659130096,0.208510503172874,-0.102999113500118
490.20001,-0.136927008628845,0.206851929426193,-0.110792003571987
490.30002,-0.139188304543495,0.205103665590286,-0.119332149624825
490.39999,-0.14094489812851,0.203277289867401,-0.128616705536842
490.5,-0.142161086201668,0.201384767889977,-0.138641119003296
490.60001,-0.142807647585869,0.199438184499741,-0.14939934015274
490.70001,-0.142862394452095,0.197449505329132,-0.160883605480194
490.80002,-0.142310693860054,0.195430710911751,-0.173084408044815
490.89999,-0.14114610850811,0.193393439054489,-0.185990989208221
491,-0.13937072455883,0.19134895503521,-0.199590876698494
491.10001,-0.136995032429695,0.189307987689972,-0.213870570063591
491.20001,-0.134038507938385,0.187280729413033,-0.228814482688904
491.30002,-0.130529671907425,0.185276746749878,-0.244405224919319
491.39999,-0.126506149768829,0.183304816484451,-0.26062422990799
491.5,-0.122013688087463,0.181372970342636,-0.277451753616333
491.60001,-0.117106392979622,0.179488435387611,-0.294866919517517
491.70001,-0.111846029758453,0.177657470107079,-0.312847435474396
491.80002,-0.106301374733448,0.175885438919067,-0.331370145082474
491.89999,-0.100546672940254,0.174177005887032,-0.350410759449005
492,-9.46611613035202E-02,0.172535911202431,-0.369944542646408
492.10001,-8.87276828289032E-02,0.170965313911438,-0.389945834875107
492.20001,-8.28313305974007E-02,0.169467121362686,-0.410388439893723
492.30002,-0.077058456838131,0.168042361736298,-0.431245088577271
492.39999,-7.14957192540169E-02,0.166692063212395,-0.452488481998444
492.5,-6.62281662225723E-02,0.165416374802589,-0.474091082811356
492.60001,-6.13388828933239E-02,0.164213955402374,-0.496024996042252
492.70001,-5.69077283143997E-02,0.163083493709564,-0.518262505531311
492.80002,-5.30100576579571E-02,0.162022799253464,-0.540776014328003
492.89999,-4.97155413031578E-02,0.161029249429703,-0.563537836074829
493,-4.70878072082996E-02,0.160100623965263,-0.586520612239838
493.10001,-4.51836474239826E-02,0.15923348069191,-0.609697282314301
493.20001,-4.40520010888577E-02,0.158423975110054,-0.633041143417358
493.30002,-0.043733187019825,0.157668486237526,-0.65652596950531
493.39999,-4.42582853138447E-02,0.156963348388672,-0.680126190185547
493.5,-0.045648243278265,0.156304344534874,-0.703816652297974
493.60001,-4.79130074381828E-02,0.155688032507896,-0.727573037147522
493.70001,-5.10521531105042E-02,0.15511129796505,-0.751371443271637
493.80002,-5.50539381802082E-02,0.154570817947388,-0.775188624858856
493.89999,-5.98956048488617E-02,0.154064401984215,-0.799002110958099
494,-6.55437186360359E-02,0.153589829802513,-0.82278960943222
494.10001,-7.19543546438217E-02,0.153145462274551,-0.846529722213745
494.20001,-0.07907335460186,0.152730032801628,-0.870201468467712
494.30002,-8.68377089500427E-02,0.152343139052391,-0.893784642219543
494.39999,-9.51755866408348E-02,0.151985049247742,-0.917259275913239
494.5,-0.104007348418236,0.151656582951546,-0.940606117248535
494.60001,-0.113247163593769,0.151359334588051,-0.963805913925171
494.70001,-0.122803628444672,0.15109495818615,-0.986839950084686
494.80002,-0.132581174373627,0.150865107774734,-1.00968980789185
494.89999,-0.142481252551079,0.15067121386528,-1.0323371887207
495,-0.152403265237808,0.150514751672745,-1.0547639131546
495.10001,-0.162246122956276,0.150396779179573,-1.07695209980011
495.20001,-0.17190945148468,0.150318413972855,-1.09888386726379
495.30002,-0.181294605135918,0.150279730558395,-1.1205415725708
495.39999,-0.190305978059769,0.150280252099037,-1.14190781116486
495.5,-0.198852062225342,0.15031798183918,-1.1629650592804
495.60001,-0.206846117973328,0.150390058755875,-1.18369591236115
495.70001,-0.214207172393799,0.150493264198303,-1.20408248901367
495.80002,-0.220860704779625,0.150622949004173,-1.22410726547241
495.89999,-0.226739510893822,0.150773197412491,-1.24375247955322
496,-0.231784552335739,0.150937139987946,-1.26300024986267
496.10001,-0.235945358872414,0.151106372475624,-1.28183269500732
496.20001,-0.239180311560631,0.151271149516106,-1.30023217201233
496.30002,-0.241457045078278,0.151420921087265,-1.31818091869354
496.39999,-0.24275279045105,0.151544257998466,-1.33566105365753
496.5,-0.243054613471031,0.151629060506821,-1.35265445709229
496.60001,-0.242359921336174,0.151662841439247,-1.36914336681366
496.70001,-0.24067647755146,0.15163266658783,-1.38510978221893
496.80002,-0.238022804260254,0.151525422930717,-1.4005354642868
496.89999,-0.234428375959396,0.151328220963478,-1.41540312767029
497,-0.229933574795723,0.151028364896774,-1.42969489097595
497.10001,-0.224589377641678,0.150613948702812,-1.44339311122894
497.20001,-0.218457221984863,0.150073871016502,-1.4564802646637
497.30002,-0.211608558893204,0.149398311972618,-1.46893966197968
497.39999,-0.204123973846436,0.148578524589539,-1.48075389862061
497.5,-0.196092382073402,0.147607147693634,-1.49190676212311
497.60001,-0.187609896063805,0.146478474140167,-1.50238227844238
497.70001,-0.178778618574142,0.145188391208649,-1.51216495037079
497.80002,-0.169705361127853,0.143734827637672,-1.52123975753784
497.89999,-0.16050024330616,0.14211742579937,-1.52959263324738
498,-0.151275381445885,0.140337750315666,-1.53721010684967
498.10001,-0.142143696546555,0.138399377465248,-1.54407966136932
498.20001,-0.133217453956604,0.136307448148727,-1.55018973350525
498.30002,-0.124606974422932,0.134068712592125,-1.55552911758423
498.39999,-0.116419419646263,0.131691694259644,-1.5600882768631
498.5,-0.108757488429546,0.129186600446701,-1.56385862827301
498.60001,-0.101718507707119,0.126565679907799,-1.56683266162872
498.70001,-9.53935831785202E-02,0.123840592801571,-1.56900405883789
498.80002,-0.089866578578949,0.12102485448122,-1.57036781311035
498.89999,-8.52132141590118E-02,0.118132896721363,-1.57092022895813
499,-8.15001055598259E-02,0.115179836750031,-1.57065904140472
499.10001,-7.87837952375412E-02,0.112181052565575,-1.5695835351944
499.20001,-7.71098807454109E-02,0.109151758253574,-1.56769454479218
499.30002,-7.65121951699257E-02,0.106107227504253,-1.56499457359314
499.39999,-7.70121887326241E-02,0.103062525391579,-1.56148755550385
499.5,-7.86182805895805E-02,0.100032120943069,-1.55717921257019
499.60001,-8.13255831599236E-02,9.70299541950226E-02,-1.55207693576813
499.70001,-8.51158648729324E-02,9.40694361925125E-02,-1.54618966579437
499.80002,-0.089957594871521,9.11631211638451E-02,-1.53952848911285
499.89999,-9.58062335848808E-02,8.83228108286858E-02,-1.53210580348969
500,-0.10260471701622,8.55591595172882E-02,-1.52393591403961
500.10001,-0.110283985733986,8.28818455338478E-02,-1.51503479480743
500.20001,-0.118763387203217,8.02999138832092E-02,-1.50541985034943
500.30002,-0.127951666712761,7.78213813900948E-02,-1.49510979652405
500.39999,-0.137748003005981,7.54532888531685E-02,-1.48412477970123
500.5,-0.148043274879456,7.32013657689095E-02,-1.47248649597168
500.60001,-0.158721283078194,7.10702463984489E-02,-1.4602175951004
500.70001,-0.1696597635746,6.90633282065392E-02,-1.44734227657318
500.80002,-0.180732026696205,6.71830102801323E-02,-1.43388509750366
500.89999,-0.191808700561523,6.54308125376701E-02,-1.41987144947052
501,-0.202759727835655,6.38070628046989E-02,-1.4053270816803
501.10001,-0.213456451892853,6.23113326728344E-02,-1.3902782201767
501.20001,-0.223773792386055,6.09423406422138E-02,-1.37475109100342
501.30002,-0.233592495322227,5.96979781985283E-02,-1.35877168178558
501.39999,-0.242801174521446,0.058575201779604,-1.34236574172974
501.5,-0.251298129558563,5.75701855123043E-02,-1.32555866241455
501.60001,-0.258992910385132,5.66786043345928E-02,-1.30837559700012
501.70001,-0.265807509422302,5.58954700827599E-02,-1.29084050655365
501.80002,-0.271677374839783,5.52151538431644E-02,-1.2729766368866
501.89999,-0.276552081108093,0.054631806910038,-1.25480699539185
502,-0.280395537614822,5.41391298174858E-02,-1.23635315895081
502.10001,-0.283186227083206,5.37304133176804E-02,-1.21763598918915
502.20001,-0.284917145967484,5.33987171947956E-02,-1.19867503643036
502.30002,-0.28559547662735,5.31371384859085E-02,-1.1794890165329
502.39999,-0.285242140293121,5.29385469853878E-02,-1.16009545326233
502.5,-0.283891260623932,5.27955293655396E-02,-1.14051055908203
502.60001,-0.281589508056641,0.052700612694025,-1.12074959278107
502.70001,-0.278395086526871,5.26465773582458E-02,-1.10082685947418
502.80002,-0.27437686920166,5.26262484490871E-02,-1.08075594902039
502.89999,-0.269613176584244,5.26324883103371E-02,-1.0605491399765
503,-0.264190465211868,5.26583679020405E-02,-1.04021739959717
503.10001,-0.258202016353607,0.052696980535984,-1.01977121829987
503.20001,-0.251746445894241,5.27415387332439E-02,-0.999220430850983
503.30002,-0.24492621421814,5.27855716645718E-02,-0.97857391834259
503.39999,-0.237846225500107,5.28227463364601E-02,-0.957839965820313
503.5,-0.230612501502037,5.28467558324337E-02,-0.937026262283325
503.60001,-0.223330795764923,0.052851427346468,-0.916140019893646
503.70001,-0.216105446219444,5.28308413922787E-02,-0.89518815279007
503.80002,-0.209038242697716,5.27791604399681E-02,-0.874177515506744
503.89999,-0.20222732424736,5.26906698942184E-02,-0.853114545345306
504,-0.195766031742096,5.25599755346775E-02,-0.832005500793457
504.10001,-0.189741998910904,5.23819252848625E-02,-0.810856938362122
504.20001,-0.184236124157906,0.052151620388031,-0.78967559337616
504.30002,-0.179321616888046,5.18642030656338E-02,-0.76846832036972
504.39999,-0.175063043832779,0.051515206694603,-0.747242748737335
504.5,-0.171515434980392,0.051100242882967,-0.726007163524628
504.60001,-0.16872350871563,5.06150275468826E-02,-0.704770445823669
504.70001,-0.166721105575562,0.050055593252182,-0.68354207277298
504.80002,-0.165530800819397,4.94185425341129E-02,-0.662332475185394
504.89999,-0.165163591504097,4.87004928290844E-02,-0.64115309715271
505,-0.165618792176247,4.78982925415039E-02,-0.620016396045685
505.10001,-0.166884332895279,4.70090806484222E-02,-0.598935723304749
505.20001,-0.168937191367149,4.60305400192738E-02,-0.577925503253937
505.30002,-0.171743854880333,4.49606738984585E-02,-0.557001352310181
505.39999,-0.175261184573174,4.37975823879242E-02,-0.536179959774017
505.5,-0.179437026381493,4.25401963293552E-02,-0.515479266643524
505.60001,-0.184211239218712,0.041188009083271,-0.49491810798645
505.70001,-0.189516648650169,3.97412031888962E-02,-0.474516451358795
505.80002,-0.195279985666275,0.038200780749321,-0.454295068979263
505.89999,-0.201422974467278,3.65682393312454E-02,-0.434275805950165
506,-0.207863390445709,3.48457396030426E-02,-0.414481312036514
506.10001,-0.214516252279282,3.30363996326923E-02,-0.394934624433517
506.20001,-0.221294984221458,3.11441607773304E-02,-0.375659435987473
506.30002,-0.22811284661293,2.91736591607332E-02,-0.356680303812027
506.39999,-0.234884276986122,0.027130238711834,-0.338021785020828
506.5,-0.241526141762733,0.025020319968462,-0.319709300994873
506.60001,-0.247959122061729,2.28509847074747E-02,-0.301767736673355
506.70001,-0.254109114408493,0.020629933103919,-0.28422212600708
506.80002,-0.259908199310303,1.83655638247728E-02,-0.267097532749176
506.89999,-0.265295535326004,1.60668361932039E-02,-0.250418841838837
507,-0.270218402147293,1.37432124465704E-02,-0.234210550785065
507.10001,-0.274632781744003,1.14044062793255E-02,-0.218496963381767
507.20001,-0.278503775596619,9.06031206250191E-03,-0.20330186188221
507.30002,-0.281805753707886,6.72101648524404E-03,-0.188648253679276
507.39999,-0.284522175788879,4.39670542255044E-03,-0.174558609724045
507.5,-0.286645710468292,2.09748977795243E-03,-0.161054462194443
507.60001,-0.288177877664566,-1.66714962688275E-04,-0.148156702518463
507.70001,-0.289128303527832,-2.38629174418747E-03,-0.135885372757912
507.80002,-0.289514362812042,-4.55211382359266E-03,-0.124259330332279
507.89999,-0.289360493421555,-6.65558874607086E-03,-0.113296404480934
508,-0.288697361946106,-8.68866685777903E-03,-0.103013224899769
508.10001,-0.287560939788818,-1.06439692899585E-02,-0.093425378203392
508.20001,-0.285991817712784,-1.25149991363287E-02,-8.45474004745483E-02
508.30002,-0.284034371376038,-1.42962206155062E-02,-7.63921588659286E-02
508.39999,-0.281735897064209,-1.59828010946512E-02,-6.89711794257164E-02
508.5,-0.279145926237106,-1.75709594041109E-02,-6.22950196266174E-02
508.60001,-0.276315420866013,-0.019058134406805,-5.63727244734764E-02
508.70001,-0.273295968770981,-2.04427782446146E-02,-5.12119792401791E-02
508.80002,-0.270139247179031,-2.17243805527687E-02,-4.68193255364895E-02
508.89999,-0.266896903514862,-2.29036994278431E-02,-4.31995764374733E-02
509,-0.263619929552078,-0.023982560262084,-0.040355920791626
509.10001,-0.260358482599258,-2.49637421220541E-02,-3.82903851568699E-02
509.20001,-0.257161408662796,-2.58512105792761E-02,-3.70036065578461E-02
509.30002,-0.254076153039932,-0.026649871841073,-0.036494966596365
509.39999,-0.251148730516434,-2.73654218763113E-02,-3.67628186941147E-02
509.5,-0.248423367738724,-2.80044227838516E-02,-3.78041751682758E-02
509.60001,-0.245942011475563,-2.85741128027439E-02,-0.039614986628294
509.70001,-0.243744283914566,-2.90821716189384E-02,-0.042189933359623
509.80002,-0.241867676377296,-2.95365490019321E-02,-4.55227978527546E-02
509.89999,-0.240346819162369,-2.99453586339951E-02,-4.96064089238644E-02
510,-0.23921300470829,-0.030316948890686,-5.44326156377792E-02
510.10001,-0.238494098186493,-3.06598469614983E-02,-5.99928051233292E-02
510.20001,-0.238213926553726,-3.09820622205734E-02,-6.62775039672852E-02
510.30002,-0.238392114639282,-3.12909297645092E-02,-7.32770562171936E-02
510.39999,-0.239043265581131,-3.15935537219048E-02,-8.09815749526024E-02
510.5,-0.24017658829689,-3.18963192403316E-02,-0.089380756020546
510.60001,-0.241795539855957,-3.22053134441376E-02,-9.84641909599304E-02
